"LoincNumber","PartNumber","PartTypeName","PartSequenceOrder","PartName"
"68569-3","LP173418-7","Document.Kind","1","Note"
"68569-3","LP173226-4","Document.TypeOfService","1","Transfer summary"
"68569-3","LP173061-5","Document.Setting","1","{Setting}"
"68569-3","LP172973-2","Document.SubjectMatterDomain","1","Occupational therapy"
"68570-1","LP173418-7","Document.Kind","1","Note"
"68570-1","LP173110-0","Document.TypeOfService","1","Consultation"
"68570-1","LP173065-6","Document.Setting","1","Hospital"
"68570-1","LP172973-2","Document.SubjectMatterDomain","1","Occupational therapy"
"68571-9","LP173417-9","Document.Kind","1","Letter"
"68571-9","LP173065-6","Document.Setting","1","Hospital"
"68571-9","LP172973-2","Document.SubjectMatterDomain","1","Occupational therapy"
"68572-7","LP173418-7","Document.Kind","1","Note"
"68572-7","LP173221-5","Document.TypeOfService","1","Discharge summary"
"68572-7","LP173061-5","Document.Setting","1","{Setting}"
"68572-7","LP172974-0","Document.SubjectMatterDomain","1","Ophthalmology"
"68573-5","LP173418-7","Document.Kind","1","Note"
"68573-5","LP173198-5","Document.TypeOfService","1","History and physical"
"68573-5","LP173061-5","Document.Setting","1","{Setting}"
"68573-5","LP172974-0","Document.SubjectMatterDomain","1","Ophthalmology"
"68574-3","LP173418-7","Document.Kind","1","Note"
"68574-3","LP173213-2","Document.TypeOfService","1","Progress"
"68574-3","LP173061-5","Document.Setting","1","{Setting}"
"68574-3","LP172974-0","Document.SubjectMatterDomain","1","Ophthalmology"
"68575-0","LP173418-7","Document.Kind","1","Note"
"68575-0","LP173110-0","Document.TypeOfService","1","Consultation"
"68575-0","LP173065-6","Document.Setting","1","Hospital"
"68575-0","LP172974-0","Document.SubjectMatterDomain","1","Ophthalmology"
"68576-8","LP173417-9","Document.Kind","1","Letter"
"68576-8","LP173065-6","Document.Setting","1","Hospital"
"68576-8","LP172974-0","Document.SubjectMatterDomain","1","Ophthalmology"
"68577-6","LP173418-7","Document.Kind","1","Note"
"68577-6","LP173115-9","Document.TypeOfService","1","Diagnostic study"
"68577-6","LP173061-5","Document.Setting","1","{Setting}"
"68577-6","LP172978-1","Document.SubjectMatterDomain","1","Orthopaedic surgery"
"68578-4","LP173418-7","Document.Kind","1","Note"
"68578-4","LP173221-5","Document.TypeOfService","1","Discharge summary"
"68578-4","LP173061-5","Document.Setting","1","{Setting}"
"68578-4","LP172978-1","Document.SubjectMatterDomain","1","Orthopaedic surgery"
"68580-0","LP173418-7","Document.Kind","1","Note"
"68580-0","LP173198-5","Document.TypeOfService","1","History and physical"
"68580-0","LP173061-5","Document.Setting","1","{Setting}"
"68580-0","LP172978-1","Document.SubjectMatterDomain","1","Orthopaedic surgery"
"68581-8","LP173418-7","Document.Kind","1","Note"
"68581-8","LP173216-5","Document.TypeOfService","1","Preoperative evaluation and management"
"68581-8","LP173061-5","Document.Setting","1","{Setting}"
"68581-8","LP172978-1","Document.SubjectMatterDomain","1","Orthopaedic surgery"
"68582-6","LP173418-7","Document.Kind","1","Note"
"68582-6","LP173213-2","Document.TypeOfService","1","Progress"
"68582-6","LP173061-5","Document.Setting","1","{Setting}"
"68582-6","LP172978-1","Document.SubjectMatterDomain","1","Orthopaedic surgery"
"68583-4","LP173418-7","Document.Kind","1","Note"
"68583-4","LP173226-4","Document.TypeOfService","1","Transfer summary"
"68583-4","LP173061-5","Document.Setting","1","{Setting}"
"68583-4","LP172978-1","Document.SubjectMatterDomain","1","Orthopaedic surgery"
"68585-9","LP173417-9","Document.Kind","1","Letter"
"68585-9","LP173065-6","Document.Setting","1","Hospital"
"68585-9","LP172978-1","Document.SubjectMatterDomain","1","Orthopaedic surgery"
"68586-7","LP173418-7","Document.Kind","1","Note"
"68586-7","LP173110-0","Document.TypeOfService","1","Consultation"
"68586-7","LP173065-6","Document.Setting","1","Hospital"
"68586-7","LP173003-7","Document.SubjectMatterDomain","1","Pharmacology"
"68587-5","LP173418-7","Document.Kind","1","Note"
"68587-5","LP173231-4","Document.TypeOfService","1","Medication management"
"68587-5","LP173065-6","Document.Setting","1","Hospital"
"68587-5","LP173003-7","Document.SubjectMatterDomain","1","Pharmacology"
"68590-9","LP173418-7","Document.Kind","1","Note"
"68590-9","LP173110-0","Document.TypeOfService","1","Consultation"
"68590-9","LP173065-6","Document.Setting","1","Hospital"
"68590-9","LP173005-2","Document.SubjectMatterDomain","1","Physical therapy"
"68591-7","LP173418-7","Document.Kind","1","Note"
"68591-7","LP173221-5","Document.TypeOfService","1","Discharge summary"
"68591-7","LP173061-5","Document.Setting","1","{Setting}"
"68591-7","LP173006-0","Document.SubjectMatterDomain","1","Plastic surgery"
"68592-5","LP173418-7","Document.Kind","1","Note"
"68592-5","LP173198-5","Document.TypeOfService","1","History and physical"
"68592-5","LP173061-5","Document.Setting","1","{Setting}"
"68592-5","LP173006-0","Document.SubjectMatterDomain","1","Plastic surgery"
"68593-3","LP173417-9","Document.Kind","1","Letter"
"68593-3","LP173061-5","Document.Setting","1","{Setting}"
"68593-3","LP173006-0","Document.SubjectMatterDomain","1","Plastic surgery"
"68594-1","LP173418-7","Document.Kind","1","Note"
"68594-1","LP173216-5","Document.TypeOfService","1","Preoperative evaluation and management"
"68594-1","LP173061-5","Document.Setting","1","{Setting}"
"68594-1","LP173006-0","Document.SubjectMatterDomain","1","Plastic surgery"
"68595-8","LP173418-7","Document.Kind","1","Note"
"68595-8","LP173213-2","Document.TypeOfService","1","Progress"
"68595-8","LP173061-5","Document.Setting","1","{Setting}"
"68595-8","LP173006-0","Document.SubjectMatterDomain","1","Plastic surgery"
"68596-6","LP173418-7","Document.Kind","1","Note"
"68596-6","LP173226-4","Document.TypeOfService","1","Transfer summary"
"68596-6","LP173061-5","Document.Setting","1","{Setting}"
"68596-6","LP173006-0","Document.SubjectMatterDomain","1","Plastic surgery"
"68597-4","LP173418-7","Document.Kind","1","Note"
"68597-4","LP173110-0","Document.TypeOfService","1","Consultation"
"68597-4","LP173065-6","Document.Setting","1","Hospital"
"68597-4","LP173006-0","Document.SubjectMatterDomain","1","Plastic surgery"
"68598-2","LP173417-9","Document.Kind","1","Letter"
"68598-2","LP173065-6","Document.Setting","1","Hospital"
"68598-2","LP173006-0","Document.SubjectMatterDomain","1","Plastic surgery"
"68599-0","LP173418-7","Document.Kind","1","Note"
"68599-0","LP173198-5","Document.TypeOfService","1","History and physical"
"68599-0","LP173061-5","Document.Setting","1","{Setting}"
"68599-0","LP173011-0","Document.SubjectMatterDomain","1","Psychiatry"
"68601-4","LP173418-7","Document.Kind","1","Note"
"68601-4","LP173051-6","Document.Setting","1","Outpatient"
"68601-4","LP173011-0","Document.SubjectMatterDomain","1","Psychiatry"
"68602-2","LP173418-7","Document.Kind","1","Note"
"68602-2","LP173103-5","Document.TypeOfService","1","Summary"
"68602-2","LP173061-5","Document.Setting","1","{Setting}"
"68602-2","LP173016-9","Document.SubjectMatterDomain","1","Radiation oncology"
"68603-0","LP173418-7","Document.Kind","1","Note"
"68603-0","LP173103-5","Document.TypeOfService","1","Summary"
"68603-0","LP173065-6","Document.Setting","1","Hospital"
"68603-0","LP173016-9","Document.SubjectMatterDomain","1","Radiation oncology"
"68604-8","LP173418-7","Document.Kind","1","Note"
"68604-8","LP173115-9","Document.TypeOfService","1","Diagnostic study"
"68604-8","LP173061-5","Document.Setting","1","{Setting}"
"68604-8","LP173018-5","Document.SubjectMatterDomain","1","Radiology"
"68605-5","LP173418-7","Document.Kind","1","Note"
"68605-5","LP173117-5","Document.TypeOfService","1","Education"
"68605-5","LP173065-6","Document.Setting","1","Hospital"
"68605-5","LP173019-3","Document.SubjectMatterDomain","1","Recreational therapy"
"68606-3","LP173418-7","Document.Kind","1","Note"
"68606-3","LP173215-7","Document.TypeOfService","1","Postoperative evaluation and management"
"68606-3","LP173065-6","Document.Setting","1","Hospital"
"68606-3","LP173028-4","Document.SubjectMatterDomain","1","Surgery"
"68607-1","LP173417-9","Document.Kind","1","Letter"
"68607-1","LP173213-2","Document.TypeOfService","1","Progress"
"68607-1","LP173061-5","Document.Setting","1","{Setting}"
"68607-1","LP187187-2","Document.Role","1","{Role}"
"68608-9","LP173418-7","Document.Kind","1","Note"
"68608-9","LP173103-5","Document.TypeOfService","1","Summary"
"68608-9","LP173061-5","Document.Setting","1","{Setting}"
"68608-9","LP187187-2","Document.Role","1","{Role}"
"68609-7","LP173417-9","Document.Kind","1","Letter"
"68609-7","LP173065-6","Document.Setting","1","Hospital"
"68609-7","LP187187-2","Document.Role","1","{Role}"
"68610-5","LP173418-7","Document.Kind","1","Note"
"68610-5","LP173215-7","Document.TypeOfService","1","Postoperative evaluation and management"
"68610-5","LP173065-6","Document.Setting","1","Hospital"
"68610-5","LP187187-2","Document.Role","1","{Role}"
"68611-3","LP173418-7","Document.Kind","1","Note"
"68611-3","LP173115-9","Document.TypeOfService","1","Diagnostic study"
"68611-3","LP173061-5","Document.Setting","1","{Setting}"
"68611-3","LP172913-8","Document.SubjectMatterDomain","1","Adolescent medicine"
"68612-1","LP173418-7","Document.Kind","1","Note"
"68612-1","LP173221-5","Document.TypeOfService","1","Discharge summary"
"68612-1","LP173061-5","Document.Setting","1","{Setting}"
"68612-1","LP172913-8","Document.SubjectMatterDomain","1","Adolescent medicine"
"68614-7","LP173418-7","Document.Kind","1","Note"
"68614-7","LP173198-5","Document.TypeOfService","1","History and physical"
"68614-7","LP173061-5","Document.Setting","1","{Setting}"
"68614-7","LP172913-8","Document.SubjectMatterDomain","1","Adolescent medicine"
"68615-4","LP173418-7","Document.Kind","1","Note"
"68615-4","LP173061-5","Document.Setting","1","{Setting}"
"68615-4","LP172913-8","Document.SubjectMatterDomain","1","Adolescent medicine"
"68616-2","LP173418-7","Document.Kind","1","Note"
"68616-2","LP173216-5","Document.TypeOfService","1","Preoperative evaluation and management"
"68616-2","LP173061-5","Document.Setting","1","{Setting}"
"68616-2","LP172913-8","Document.SubjectMatterDomain","1","Adolescent medicine"
"68617-0","LP173418-7","Document.Kind","1","Note"
"68617-0","LP173213-2","Document.TypeOfService","1","Progress"
"68617-0","LP173061-5","Document.Setting","1","{Setting}"
"68617-0","LP172913-8","Document.SubjectMatterDomain","1","Adolescent medicine"
"68618-8","LP173418-7","Document.Kind","1","Note"
"68618-8","LP173226-4","Document.TypeOfService","1","Transfer summary"
"68618-8","LP173061-5","Document.Setting","1","{Setting}"
"68618-8","LP172913-8","Document.SubjectMatterDomain","1","Adolescent medicine"
"68619-6","LP173418-7","Document.Kind","1","Note"
"68619-6","LP173110-0","Document.TypeOfService","1","Consultation"
"68619-6","LP173065-6","Document.Setting","1","Hospital"
"68619-6","LP172913-8","Document.SubjectMatterDomain","1","Adolescent medicine"
"68620-4","LP173417-9","Document.Kind","1","Letter"
"68620-4","LP173065-6","Document.Setting","1","Hospital"
"68620-4","LP172913-8","Document.SubjectMatterDomain","1","Adolescent medicine"
"68621-2","LP173418-7","Document.Kind","1","Note"
"68621-2","LP173061-5","Document.Setting","1","{Setting}"
"68621-2","LP172914-6","Document.SubjectMatterDomain","1","Advanced heart failure and transplant cardiology"
"68622-0","LP173418-7","Document.Kind","1","Note"
"68622-0","LP173198-5","Document.TypeOfService","1","History and physical"
"68622-0","LP173061-5","Document.Setting","1","{Setting}"
"68622-0","LP172914-6","Document.SubjectMatterDomain","1","Advanced heart failure and transplant cardiology"
"68623-8","LP173418-7","Document.Kind","1","Note"
"68623-8","LP173216-5","Document.TypeOfService","1","Preoperative evaluation and management"
"68623-8","LP173061-5","Document.Setting","1","{Setting}"
"68623-8","LP172914-6","Document.SubjectMatterDomain","1","Advanced heart failure and transplant cardiology"
"68624-6","LP173417-9","Document.Kind","1","Letter"
"68624-6","LP173065-6","Document.Setting","1","Hospital"
"68624-6","LP172914-6","Document.SubjectMatterDomain","1","Advanced heart failure and transplant cardiology"
"68625-3","LP173418-7","Document.Kind","1","Note"
"68625-3","LP173115-9","Document.TypeOfService","1","Diagnostic study"
"68625-3","LP173061-5","Document.Setting","1","{Setting}"
"68625-3","LP172916-1","Document.SubjectMatterDomain","1","Allergy and immunology"
"68626-1","LP173418-7","Document.Kind","1","Note"
"68626-1","LP173221-5","Document.TypeOfService","1","Discharge summary"
"68626-1","LP173061-5","Document.Setting","1","{Setting}"
"68626-1","LP172916-1","Document.SubjectMatterDomain","1","Allergy and immunology"
"68628-7","LP173418-7","Document.Kind","1","Note"
"68628-7","LP173198-5","Document.TypeOfService","1","History and physical"
"68628-7","LP173061-5","Document.Setting","1","{Setting}"
"68628-7","LP172916-1","Document.SubjectMatterDomain","1","Allergy and immunology"
"68629-5","LP173418-7","Document.Kind","1","Note"
"68629-5","LP173061-5","Document.Setting","1","{Setting}"
"68629-5","LP172916-1","Document.SubjectMatterDomain","1","Allergy and immunology"
"68630-3","LP173418-7","Document.Kind","1","Note"
"68630-3","LP173234-8","Document.TypeOfService","1","Procedure"
"68630-3","LP173061-5","Document.Setting","1","{Setting}"
"68630-3","LP172916-1","Document.SubjectMatterDomain","1","Allergy and immunology"
"68631-1","LP173418-7","Document.Kind","1","Note"
"68631-1","LP173213-2","Document.TypeOfService","1","Progress"
"68631-1","LP173061-5","Document.Setting","1","{Setting}"
"68631-1","LP172916-1","Document.SubjectMatterDomain","1","Allergy and immunology"
"68632-9","LP173418-7","Document.Kind","1","Note"
"68632-9","LP173226-4","Document.TypeOfService","1","Transfer summary"
"68632-9","LP173061-5","Document.Setting","1","{Setting}"
"68632-9","LP172916-1","Document.SubjectMatterDomain","1","Allergy and immunology"
"68633-7","LP173418-7","Document.Kind","1","Note"
"68633-7","LP173110-0","Document.TypeOfService","1","Consultation"
"68633-7","LP173065-6","Document.Setting","1","Hospital"
"68633-7","LP172916-1","Document.SubjectMatterDomain","1","Allergy and immunology"
"68634-5","LP173417-9","Document.Kind","1","Letter"
"68634-5","LP173065-6","Document.Setting","1","Hospital"
"68634-5","LP172916-1","Document.SubjectMatterDomain","1","Allergy and immunology"
"68635-2","LP173418-7","Document.Kind","1","Note"
"68635-2","LP173115-9","Document.TypeOfService","1","Diagnostic study"
"68635-2","LP173061-5","Document.Setting","1","{Setting}"
"68635-2","LP172919-5","Document.SubjectMatterDomain","1","Audiology"
"68636-0","LP173418-7","Document.Kind","1","Note"
"68636-0","LP173061-5","Document.Setting","1","{Setting}"
"68636-0","LP172919-5","Document.SubjectMatterDomain","1","Audiology"
"68637-8","LP173418-7","Document.Kind","1","Note"
"68637-8","LP173198-5","Document.TypeOfService","1","History and physical"
"68637-8","LP173061-5","Document.Setting","1","{Setting}"
"68637-8","LP172919-5","Document.SubjectMatterDomain","1","Audiology"
"68638-6","LP173418-7","Document.Kind","1","Note"
"68638-6","LP173216-5","Document.TypeOfService","1","Preoperative evaluation and management"
"68638-6","LP173061-5","Document.Setting","1","{Setting}"
"68638-6","LP172919-5","Document.SubjectMatterDomain","1","Audiology"
"68639-4","LP173418-7","Document.Kind","1","Note"
"68639-4","LP173110-0","Document.TypeOfService","1","Consultation"
"68639-4","LP173065-6","Document.Setting","1","Hospital"
"68639-4","LP172919-5","Document.SubjectMatterDomain","1","Audiology"
"68640-2","LP173418-7","Document.Kind","1","Note"
