description,observation_source_concept_id,observation_source_concept_name,observation_concept_id,concept_name
PULMONARY EDEMA & RESPIRATORY FAILURE,38000375,Pulmonary Edema and Respiratory Failure,38001035,Pulmonary edema & respiratory failure
Pulmonary Embolism,0,,0,
PULMONARY EMBOLISM,38000366,Pulmonary Embolism,38001022,Pulmonary embolism w/o MCC
PULMONARY EMBOLISM W MCC,0,,38001021,Pulmonary embolism w MCC
PULMONARY EMBOLISM W/O MCC,0,,38001022,Pulmonary embolism w/o MCC
Radiotherapy,0,,21499255,Radiotherapy
RECTAL RESECTION W CC,0,,38001152,Rectal resection w CC
"RECTAL RESECTION WITH COMPLICATIONS, COMORBIDITIES",38000444,"Rectal Resection with Complications, Comorbidities",38001151,Rectal resection w MCC
RECTAL RESECTION W MCC,0,,38001151,Rectal resection w MCC
RECTAL RESECTION W/O CC/MCC,0,,38001153,Rectal resection w/o CC/MCC
RED BLOOD CELL DISORDERS AGE >17,38000693,Red Blood Cell Disorders Age >17,,
RED BLOOD CELL DISORDERS W MCC,0,,38001516,Red blood cell disorders w MCC
RED BLOOD CELL DISORDERS W/O MCC,0,,38001517,Red blood cell disorders w/o MCC
Renal Dialysis Access Device Procedure Only,0,,0,
Renal Failure,38000614,Renal Failure,,
RENAL FAILURE,38000614,Renal Failure,,
RENAL FAILURE W CC,0,,38001421,Renal failure w CC
RENAL FAILURE W MCC,0,,38001420,Renal failure w MCC
RENAL FAILURE W/O CC/MCC,0,,38001422,Renal failure w/o CC/MCC
"RESPIRATORY INFECTIONS & INFLAMMATIONS AGE >17 WITH COMPLICATIONS, COMORBIDITIES",38000367,"Respiratory Infections and Inflammations Age >17 with Complications, Comorbidities",38001023,Respiratory infections & inflammations w MCC
"RESPIRATORY INFECTIONS & INFLAMMATIONS AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES",38000368,"Respiratory Infections and Inflammations Age >17 without Complications, Comorbidities",38001024,Respiratory infections & inflammations w CC
RESPIRATORY INFECTIONS & INFLAMMATIONS W CC,0,,38001024,Respiratory infections & inflammations w CC
RESPIRATORY INFECTIONS & INFLAMMATIONS W MCC,0,,38001023,Respiratory infections & inflammations w MCC
RESPIRATORY INFECTIONS & INFLAMMATIONS W/O CC/MCC,0,,38001025,Respiratory infections & inflammations w/o CC/MCC
Respiratory Malignancy,0,,0,
RESPIRATORY NEOPLASMS,38000370,Respiratory Neoplasms,38001028,Respiratory neoplasms w/o CC/MCC
RESPIRATORY NEOPLASMS W CC,0,,38001027,Respiratory neoplasms w CC
RESPIRATORY NEOPLASMS W MCC,0,,38001026,Respiratory neoplasms w MCC
RESPIRATORY SIGNS & SYMPTOMS,0,,38001050,Respiratory signs & symptoms
"RESPIRATORY SIGNS & SYMPTOMS WITH COMPLICATIONS, COMORBIDITIES",38000387,"Respiratory Signs and Symptoms with Complications, Comorbidities",38001050,Respiratory signs & symptoms
"RESPIRATORY SIGNS & SYMPTOMS WITHOUT COMPLICATIONS, COMORBIDITIES",38000388,"Respiratory Signs and Symptoms without Complications, Comorbidities",38001050,Respiratory signs & symptoms
RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT,38000772,Respiratory System Diagnosis with Ventilator Support,,
RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT <96 HRS,38000873,Respiratory System Diagnosis with Ventilator Support <96 Hrs,38001054,Respiratory system diagnosis w ventilator support <96 hours
RESPIRATORY SYSTEM DIAGNOSIS WITH VENTILATOR SUPPORT 96+ HRS,38000872,Respiratory System Diagnosis with Ventilator Support 96+ Hrs,38001053,Respiratory system diagnosis w ventilator support 96+ hours
Respiratory System Diagnosis w/ Ventilator Support 96+ Hours,0,,38001053,Respiratory system diagnosis w ventilator support 96+ hours
RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT <96 HOURS,0,,38001054,Respiratory system diagnosis w ventilator support <96 hours
RESPIRATORY SYSTEM DIAGNOSIS W VENTILATOR SUPPORT 96+ HOURS,0,,38001053,Respiratory system diagnosis w ventilator support 96+ hours
"Respiratory System Signs, Symptoms & Other Diagnoses",0,,0,
RETICULOENDOTHELIAL & IMMUNITY DISORDERS W CC,0,,38001520,Reticuloendothelial & immunity disorders w CC
"RETICULOENDOTHELIAL & IMMUNITY DISORDERS WITH COMPLICATIONS, COMORBIDITIES",38000696,"Reticuloendothelial and Immunity Disorders with Complications, Comorbidities",,
"RETICULOENDOTHELIAL & IMMUNITY DISORDERS WITHOUT COMPLICATIONS, COMORBIDITIES",38000697,"Reticuloendothelial and Immunity Disorders without Complications, Comorbidities",,
RETICULOENDOTHELIAL & IMMUNITY DISORDERS W MCC,0,,38001519,Reticuloendothelial & immunity disorders w MCC
RETICULOENDOTHELIAL & IMMUNITY DISORDERS W/O CC/MCC,0,,38001521,Reticuloendothelial & immunity disorders w/o CC/MCC
REVISION OF HIP OR KNEE REPLACEMENT,38000852,Revision of Hip or Knee Replacement,38001257,Revision of hip or knee replacement w/o CC/MCC
REVISION OF HIP OR KNEE REPLACEMENT W CC,0,,38001256,Revision of hip or knee replacement w CC
REVISION OF HIP OR KNEE REPLACEMENT W MCC,0,,38001255,Revision of hip or knee replacement w MCC
RHINOPLASTY,38000344,Rhinoplasty,38000992,"Other ear, nose, mouth & throat O.R. procedures w/o CC/MCC"
SALIVARY GLAND PROCEDURES,0,,38000997,Salivary gland procedures
Schizophrenia,0,,45877385,Schizophrenia
Seizure,0,,45882230,Seizure
SEIZURE AGE >17 W COMPLICATIONS & COMORBIDITIES,38000869,Seizure Age >17 with Complications and Comorbidities,38000974,Seizures w/o MCC
SEIZURE AGE >17 WITHOUT COMPLICATIONS & COMORBIDITIES,38000870,Seizure Age >17 without Complications and Comorbidities,38000974,Seizures w/o MCC
"SEIZURE & HEADACHE AGE >17 WITH COMPLICATIONS, COMORBIDITIES",38000312,"Seizure and Headache Age >17 with Complications, Comorbidities",,
"SEIZURE & HEADACHE AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES",38000313,"Seizure and Headache Age >17 without Complications, Comorbidities",,
SEIZURES W MCC,0,,38000973,Seizures w MCC
SEIZURES W/O MCC,0,,38000974,Seizures w/o MCC
SEPTIC ARTHRITIS W CC,0,,38001323,Septic arthritis w CC
SEPTICEMIA AGE 0-17,38000715,Septicemia Age 0-17,,
SEPTICEMIA AGE >17,38000714,Septicemia Age >17,,
Septicemia & Disseminated Infections,0,,0,
SEPTICEMIA OR SEVERE SEPSIS W MV 96+ HOURS,0,,38001563,Septicemia or severe sepsis w MV 96+ hours
SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W MCC,0,,38001564,Septicemia or severe sepsis w/o MV 96+ hours w MCC
SEPTICEMIA OR SEVERE SEPSIS W/O MV 96+ HOURS W/O MCC,0,,38001565,Septicemia or severe sepsis w/o MV 96+ hours w/o MCC
SEPTICEMIA W MECHANICAL VENTILATOR 96+ HOURS AGE >17,38000882,Septicemia with Mechanical Ventilator 96+ Hours Age >17,,
SEPTICEMIA W MECHANICAL VENTILATOR W/0 96+ HOURS AGE >17,38000883,Septicemia with Mechanical Ventilator W/0 96+ Hours Age >17,,
"SHOULDER, ELBOW OR FOREARM PROCEDURE, EXCEPT MAJOR JOINT PROCEDURES WITHOUT COMPLICATIONS, COMORBIDITIES",38000522,"Shoulder, Elbow or Forearm Procedure, Except Major Joint Procedures without Complications, Comorbidities",,
"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W CC",0,,38001300,"Shoulder,elbow or forearm proc,exc major joint proc w CC"
"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W MCC",0,,38001299,"Shoulder,elbow or forearm proc,exc major joint proc w MCC"
"SHOULDER,ELBOW OR FOREARM PROC,EXC MAJOR JOINT PROC W/O CC/MCC",0,,38001301,"Shoulder,elbow or forearm proc,exc major joint proc w/o CC/MCC"
"Shoulder, Upper Arm & Forearm Procedures",0,,0,
SIALOADENECTOMY,38000338,Sialoadenectomy,38000997,Salivary gland procedures
Sickle Cell Anemia Crisis,0,,0,
SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONNECTIVE TISSUE,38000545,Signs and Symptoms of Musculoskeletal System and Connective Tissue,,
SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W MCC,0,,38001329,Signs & symptoms of musculoskeletal system & conn tissue w MCC
SIGNS & SYMPTOMS OF MUSCULOSKELETAL SYSTEM & CONN TISSUE W/O MCC,0,,38001330,Signs & symptoms of musculoskeletal system & conn tissue w/o MCC
"Signs, Symptoms & Other Factors Influencing Health Status",0,,0,
"SIGNS & SYMPTOMS WITH COMPLICATIONS, COMORBIDITIES",38000761,"Signs and Symptoms with Complications, Comorbidities",,
SIGNS & SYMPTOMS W MCC,0,,38001610,Signs & symptoms w MCC
SIGNS & SYMPTOMS W/O MCC,0,,38001611,Signs & symptoms w/o MCC
SIMPLE PNEUMONIA & PLEURISY AGE 0-17,38000379,Simple Pneumonia and Pleurisy Age 0-17,38001041,Simple pneumonia & pleurisy w/o CC/MCC
"SIMPLE PNEUMONIA & PLEURISY AGE >17 WITH COMPLICATIONS, COMORBIDITIES",38000377,"Simple Pneumonia and Pleurisy Age >17 with Complications, Comorbidities",38001039,Simple pneumonia & pleurisy w MCC
"SIMPLE PNEUMONIA & PLEURISY AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES",38000378,"Simple Pneumonia and Pleurisy Age >17 without Complications, Comorbidities",38001040,Simple pneumonia & pleurisy w CC
SIMPLE PNEUMONIA & PLEURISY W CC,0,,38001040,Simple pneumonia & pleurisy w CC
SIMPLE PNEUMONIA & PLEURISY W MCC,0,,38001039,Simple pneumonia & pleurisy w MCC
SIMPLE PNEUMONIA & PLEURISY W/O CC/MCC,0,,38001041,Simple pneumonia & pleurisy w/o CC/MCC
SIMULTANEOUS PANCREAS/KIDNEY TRANSPLANT,38000817,Simultaneous Pancreas/Kidney Transplant,38000894,Simultaneous pancreas/kidney transplant
Sinus & Mastoid Procedures,0,,0,
SINUS & MASTOID PROCEDURES AGE >17,38000341,Sinus and Mastoid Procedures Age >17,38000993,Sinus & mastoid procedures w CC/MCC
SINUS & MASTOID PROCEDURES W CC/MCC,0,,38000993,Sinus & mastoid procedures w CC/MCC
SKIN DEBRIDEMENT W MCC,0,,43125853,SKIN DEBRIDEMENT W MCC
"Skin Graft, Except Hand, For Musculoskeletal & Connective Tissue Diagnoses",0,,0,
SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W CC,0,,38001345,Skin graft &/or debrid exc for skin ulcer or cellulitis w CC
SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W MCC,0,,38001344,Skin graft &/or debrid exc for skin ulcer or cellulitis w MCC
SKIN GRAFT EXC FOR SKIN ULCER OR CELLULITIS W/O CC/MCC,0,,38001346,Skin graft &/or debrid exc for skin ulcer or cellulitis w/o CC/MCC
Skin Graft for Skin & Subcutaneous Tissue Diagnoses,0,,0,
SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W CC,0,,38001342,Skin graft &/or debrid for skn ulcer or cellulitis w CC
SKIN GRAFT FOR SKIN ULCER OR CELLULITIS W MCC,0,,38001341,Skin graft &/or debrid for skn ulcer or cellulitis w MCC
"SKIN GRAFT &/OR DEBRIDEMENT EXCEPT FOR SKIN ULCER OR CELLULITIS WITH COMPLICATIONS, COMORBIDITIES",38000563,"Skin Graft and/or Debridement Except For Skin Ulcer or Cellulitis with Complications, Comorbidities",,
"SKIN GRAFT &/OR DEBRIDEMENT EXCEPT FOR SKIN ULCER OR CELLULITIS WITHOUT COMPLICATIONS, COMORBIDITIES",38000564,"Skin Graft and/or Debridement Except For Skin Ulcer or Cellulitis without Complications, Comorbidities",,
"SKIN GRAFT &/OR DEBRIDEMENT FOR SKIN ULCER OR CELLULITIS WITH COMPLICATIONS, COMORBIDITIES",38000561,"Skin Graft and/or Debridement For Skin Ulcer or Cellulitis with Complications, Comorbidities",,
SKIN GRAFTS FOR INJURIES,38000737,Skin Grafts For Injuries,,
SKIN GRAFTS FOR INJURIES W CC/MCC,0,,38001582,Skin grafts for injuries w CC/MCC
SKIN GRAFTS FOR INJURIES W/O CC/MCC,0,,38001583,Skin grafts for injuries w/o CC/MCC
"SKIN GRAFTS & WOUND DEBRIDEMENT FOR ENDOCRINE, NUTRITION & METABOLIC DISORDERS",38000585,"Skin Grafts and Wound Debridement For Endocrine, Nutrition and Metabolic Disorders",,
"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W CC",0,,38001379,"Skin grafts & wound debrid for endoc, nutrit & metab dis w CC"
"SKIN GRAFTS & WOUND DEBRID FOR ENDOC, NUTRIT & METAB DIS W MCC",0,,38001378,"Skin grafts & wound debrid for endoc, nutrit & metab dis w MCC"
"SKIN, SUBCUTANEOUS TISSUE & BREAST PLASTIC PROCEDURES",38000566,"Skin, Subcutaneous Tissue and Breast Plastic Procedures",,
Skin Ulcers,38000569,Skin Ulcers,,
SKIN ULCERS,38000569,Skin Ulcers,,
SKIN ULCERS W MCC,0,,38001354,Skin ulcers w MCC
SOFT TISSUE PROCEDURES W CC,0,,38001290,Soft tissue procedures w CC
"SOFT TISSUE PROCEDURES WITH COMPLICATIONS, COMORBIDITIES",38000524,"Soft Tissue Procedures with Complications, Comorbidities",,
"SOFT TISSUE PROCEDURES WITHOUT COMPLICATIONS, COMORBIDITIES",38000525,"Soft Tissue Procedures without Complications, Comorbidities",,
SOFT TISSUE PROCEDURES W MCC,0,,38001289,Soft tissue procedures w MCC
SOFT TISSUE PROCEDURES W/O CC/MCC,0,,38001291,Soft tissue procedures w/o CC/MCC
SPECIFIC CEREBROVASCULAR DISORDERS EXCEPT TRANSIENT ISCHEMIC ATTACK,38000298,Specific Cerebrovascular Disorders Except Transient Ischemic Attack,38000939,Intracranial hemorrhage or cerebral infarction w/o CC/MCC
Spinal Disorders & Injuries,38000293,Spinal Disorders and Injuries,,
SPINAL DISORDERS & INJURIES,38000293,Spinal Disorders and Injuries,38000926,Spinal disorders & injuries w/o CC/MCC
SPINAL DISORDERS & INJURIES W CC/MCC,0,,38000925,Spinal disorders & injuries w CC/MCC
SPINAL DISORDERS & INJURIES W/O CC/MCC,0,,38000926,Spinal disorders & injuries w/o CC/MCC
SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W CC,0,,38001246,Spinal fus exc cerv w spinal curv/malig/infec or 9+ fus w CC
SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W MCC,0,,38001245,Spinal fus exc cerv w spinal curv/malig/infec or 9+ fus w MCC
SPINAL FUS EXC CERV W SPINAL CURV/MALIG/INFEC OR 9+ FUS W/O CC/MCC,0,,38001247,Spinal fus exc cerv w spinal curv/malig/infec or 9+ fus w/o CC/MCC
SPINAL FUSION EXCEPT CERVICAL WITH COMPLICATIONS AND COMORBIDITIES,38000799,Spinal Fusion Except Cervical with Complications and Comorbidities,38001248,Spinal fusion except cervical w MCC
SPINAL FUSION EXCEPT CERVICAL WITHOUT COMPLICATIONS AND COMORBIDITIES,38000801,Spinal Fusion Except Cervical without Complications and Comorbidities,38001249,Spinal fusion except cervical w/o MCC
SPINAL FUSION EXCEPT CERVICAL W MCC,0,,38001248,Spinal fusion except cervical w MCC
SPINAL FUSION EXCEPT CERVICAL W/O MCC,0,,38001249,Spinal fusion except cervical w/o MCC
SPINAL FUSIONS EXCEPT CERVICAL WITH CURVATURE OF THE SPINE OR MALIGNANCY,38000853,Spinal Fusions Except Cervical with Curvature of The Spine or Malignancy,38001247,Spinal fus exc cerv w spinal curv/malig/infec or 9+ fus w/o CC/MCC
SPINAL FUSION WITH COMPLICATIONS AND COMORBIDITIES,38000798,Spinal Fusion with Complications and Comorbidities,38001248,Spinal fusion except cervical w MCC
SPINAL FUSION WITHOUT COMPLICATIONS AND COMORBIDITIES,38000800,Spinal Fusion without Complications and Comorbidities,38001249,Spinal fusion except cervical w/o MCC
Spinal Procedures,38000288,Spinal Procedures,,
SPINAL PROCEDURES,38000288,Spinal Procedures,,
SPINAL PROCEDURES W CC OR SPINAL NEUROSTIMULATORS,0,,38000911,Spinal procedures w CC or spinal neurostimulators
SPINAL PROCEDURES WITH CC,38000837,Spinal Procedures with Cc,38000910,Spinal procedures w MCC
SPINAL PROCEDURES WITHOUT CC,38000838,Spinal Procedures without Cc,38000912,Spinal procedures w/o CC/MCC
SPINAL PROCEDURES W MCC,0,,38000910,Spinal procedures w MCC
SPINAL PROCEDURES W/O CC/MCC,0,,38000912,Spinal procedures w/o CC/MCC
Splenectomy,0,,4125482,Splenectomy
SPLENECTOMY AGE >17,38000690,Splenectomy Age >17,,
SPLENECTOMY W CC,0,,38001508,Splenectomy w CC
SPLENECTOMY W MCC,0,,38001507,Splenectomy w MCC
SPLENECTOMY W/O CC/MCC,0,,38001509,Splenectomy w/o CC/MCC
"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH",38000535,"Sprains, Strains, and Dislocations of Hip, Pelvis and Thigh",,
"SPRAINS, STRAINS, & DISLOCATIONS OF HIP, PELVIS & THIGH W CC/MCC",0,,38001311,"Sprains, strains, & dislocations of hip, pelvis & thigh w CC/MCC"
"STOMACH, ESOPHAGEAL & DUODENAL PROC AGE >17 W CC W MAJOR GI DX",38000874,"Stomach, Esophageal and Duodenal Proc Age >17 with Cc with Major Gi Dx",38001147,"Stomach, esophageal & duodenal proc w/o CC/MCC"
"STOMACH, ESOPHAGEAL & DUODENAL PROC AGE >17 W CC W/O MAJOR GI DX",38000875,"Stomach, Esophageal and Duodenal Proc Age >17 with Cc without Major Gi Dx",38001147,"Stomach, esophageal & duodenal proc w/o CC/MCC"
"STOMACH, ESOPHAGEAL, & DUODENAL PROCEDURES AGE >17 WITH COMPLICATIONS, COMORBIDITIES",38000452,"Stomach, Esophageal, and Duodenal Procedures Age >17 with Complications, Comorbidities",,
"STOMACH, ESOPHAGEAL & DUODENAL PROCEDURES AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES",38000453,"Stomach, Esophageal and Duodenal Procedures Age >17 without Complications, Comorbidities",38001145,"Stomach, esophageal & duodenal proc w MCC"
"STOMACH, ESOPHAGEAL & DUODENAL PROC W CC",0,,38001146,"Stomach, esophageal & duodenal proc w CC"
"STOMACH, ESOPHAGEAL & DUODENAL PROC W MCC",0,,38001145,"Stomach, esophageal & duodenal proc w MCC"
"STOMACH, ESOPHAGEAL & DUODENAL PROC W/O CC/MCC",0,,38001147,"Stomach, esophageal & duodenal proc w/o CC/MCC"
Syncope & Collapse,0,,38001140,Syncope & collapse
SYNCOPE & COLLAPSE,0,,38001140,Syncope & collapse
"SYNCOPE & COLLAPSE WITH COMPLICATIONS, COMORBIDITIES",38000439,"Syncope and Collapse with Complications, Comorbidities",38001140,Syncope & collapse
"SYNCOPE & COLLAPSE WITHOUT COMPLICATIONS, COMORBIDITIES",38000440,"Syncope and Collapse without Complications, Comorbidities",38001140,Syncope & collapse
"TENDINITIS, MYOSITIS & BURSITIS",38000546,"Tendinitis, Myositis and Bursitis",,
"TENDONITIS, MYOSITIS & BURSITIS W MCC",0,,38001331,"Tendonitis, myositis & bursitis w MCC"
"TENDONITIS, MYOSITIS & BURSITIS W/O MCC",0,,38001332,"Tendonitis, myositis & bursitis w/o MCC"
"Tendon, Muscle & Other Soft Tissue Procedures",0,,0,
"TESTES PROCEDURES, FOR MALIGNANCY",38000636,"Testes Procedures, For Malignancy",,
"TESTES PROCEDURES, NON-MALIGNANCY AGE >17",38000637,"Testes Procedures, Non-Malignancy Age >17",,
TESTES PROCEDURES W CC/MCC,0,,38001443,Testes procedures w CC/MCC
TESTES PROCEDURES W/O CC/MCC,0,,38001444,Testes procedures w/o CC/MCC
Testes & Scrotal Procedures,0,,0,
"Thyroid, Parathyroid & Thyroglossal Procedures",0,,0,
"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W CC",0,,38001382,"Thyroid, parathyroid & thyroglossal procedures w CC"
"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W MCC",0,,38001381,"Thyroid, parathyroid & thyroglossal procedures w MCC"
"THYROID, PARATHYROID & THYROGLOSSAL PROCEDURES W/O CC/MCC",0,,38001383,"Thyroid, parathyroid & thyroglossal procedures w/o CC/MCC"
THYROID PROCEDURES,38000588,Thyroid Procedures,,
"TONSIL & ADENOID PROCEDURES, EXCEPT TONSILLECTOMY &/OR ADENOIDECTOMY ONLY, AGE >17",38000345,"Tonsil and Adenoid Procedures, Except Tonsillectomy and/or Adenoidectomy Only, Age >17",38000992,"Other ear, nose, mouth & throat O.R. procedures w/o CC/MCC"
Tonsill & Adenoid Procedures,0,,0,
"TONSILLECTOMY &/OR ADENOIDECTOMY ONLY, AGE >17",38000347,"Tonsillectomy and/or Adenoidectomy Only, Age >17",38000992,"Other ear, nose, mouth & throat O.R. procedures w/o CC/MCC"
"TOTAL MASTECTOMY FOR MALIGNANCY WITH COMPLICATIONS, COMORBIDITIES",38000555,"Total Mastectomy For Malignancy with Complications, Comorbidities",,
"TOTAL MASTECTOMY FOR MALIGNANCY WITHOUT COMPLICATIONS, COMORBIDITIES",38000556,"Total Mastectomy For Malignancy without Complications, Comorbidities",,
Toxic Effects Of Non-Medicinal Substances,0,,0,
"TRACHEOSTOMY EXCEPT FOR FACE, MOUTH, & NECK DIAGNOSES",38000781,"Tracheostomy Except For Face, Mouth, and Neck Diagnoses",,
"TRACHEOSTOMY FOR FACE, MOUTH & NECK DIAGNOSES",38000780,"Tracheostomy For Face, Mouth and Neck Diagnoses",38000899,"Tracheostomy for face,mouth & neck diagnoses w/o CC/MCC"
"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W CC",0,,38000898,"Tracheostomy for face,mouth & neck diagnoses w CC"
"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W MCC",0,,38000897,"Tracheostomy for face,mouth & neck diagnoses w MCC"
"TRACHEOSTOMY FOR FACE,MOUTH & NECK DIAGNOSES W/O CC/MCC",0,,38000899,"Tracheostomy for face,mouth & neck diagnoses w/o CC/MCC"
"TRACHEOSTOMY WITH MECHANICAL VENTILATION 96+ HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH, AND NECK DIAGNOSES",38000783,"Tracheostomy with Mechanical Ventilation 96+ Hours or Principal Diagnosis Except Face, Mouth, and Neck Diagnoses",,
"TRACHEOSTOMY WITH MECHANICAL VENTILATION 96+ HOURS OR PRINCIPAL DIAGNOSIS EXCEPT FACE, MOUTH AND NECK DIAGNOSES WITHOUT MAJOR OPERATING ROOM PROCEDURE",38000848,"Tracheostomy with Mechanical Ventilation 96+ Hours or Principal Diagnosis Except Face, Mouth and Neck Diagnoses without Major Operating Room Procedure",38000890,"Trach w MV 96+ hrs or PDX exc face, mouth & neck w/o maj O.R."
Tracheostomy W Long Term Mechanical Ventilation W Extensive Procedure,0,,0,
Tracheostomy W Long Term Mechanical Ventilation W/O Extensive Procedure,0,,0,
"TRACH W MV 96+ HRS OR PDX EXC FACE, MOUTH & NECK W/O MAJ O.R.",0,,38000890,"Trach w MV 96+ hrs or PDX exc face, mouth & neck w/o maj O.R."
Transient Ischemia,38000829,Transient Ischemia,38000942,Transient ischemia
TRANSIENT ISCHEMIA,38000829,Transient Ischemia,38000942,Transient ischemia
TRANSIENT ISCHEMIC ATTACK & PRECEREBRAL OCCLUSIONS,38000302,Transient Ischemic Attack and Precerebral Occlusions,38000941,Nonspecific CVA & precerebral occlusion w/o infarct w/o MCC
TRANSURETHRAL PROCEDURES W CC,0,,38001413,Transurethral procedures w CC
"TRANSURETHRAL PROCEDURES WITH COMPLICATIONS, COMORBIDITIES",38000608,"Transurethral Procedures with Complications, Comorbidities",,
"TRANSURETHRAL PROCEDURES WITHOUT COMPLICATIONS, COMORBIDITIES",38000609,"Transurethral Procedures without Complications, Comorbidities",,
TRANSURETHRAL PROCEDURES W MCC,0,,38001412,Transurethral procedures w MCC
TRANSURETHRAL PROCEDURES W/O CC/MCC,0,,38001414,Transurethral procedures w/o CC/MCC
Transurethral Prostatectomy,0,,4234536,Transurethral Prostatectomy
TRANSURETHRAL PROSTATECTOMY W CC/MCC,0,,38001445,Transurethral prostatectomy w CC/MCC
"TRANSURETHRAL PROSTATECTOMY WITH COMPLICATIONS, COMORBIDITIES",38000634,"Transurethral Prostatectomy with Complications, Comorbidities",,
TRANSURETHRAL PROSTATECTOMY W/O CC/MCC,0,,38001446,Transurethral prostatectomy w/o CC/MCC
"TRAUMATIC INJURY AGE >17 WITH COMPLICATIONS, COMORBIDITIES",38000742,"Traumatic Injury Age >17 with Complications, Comorbidities",,
"TRAUMATIC INJURY AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES",38000743,"Traumatic Injury Age >17 without Complications, Comorbidities",,
TRAUMATIC INJURY W MCC,0,,38001588,Traumatic injury w MCC
TRAUMATIC INJURY W/O MCC,0,,38001589,Traumatic injury w/o MCC
"TRAUMATIC STUPOR & COMA, COMA >1 HR",38000315,"Traumatic Stupor and Coma, Coma >1 Hr",38000957,"Traumatic stupor & coma, coma >1 hr w/o CC/MCC"
"TRAUMATIC STUPOR & COMA, COMA <1 HR AGE 0-17",38000318,"Traumatic Stupor and Coma, Coma <1 Hr Age 0-17",38000960,"Traumatic stupor & coma, coma <1 hr w/o CC/MCC"
"TRAUMATIC STUPOR & COMA, COMA <1 HR AGE >17 WITH COMPLICATIONS, COMORBIDITIES",38000316,"Traumatic Stupor and Coma, Coma <1 Hr Age >17 with Complications, Comorbidities",38000958,"Traumatic stupor & coma, coma <1 hr w MCC"
"TRAUMATIC STUPOR & COMA, COMA <1 HR AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES",38000317,"Traumatic Stupor and Coma, Coma <1 Hr Age >17 without Complications, Comorbidities",38000959,"Traumatic stupor & coma, coma <1 hr w CC"
"TRAUMATIC STUPOR & COMA, COMA <1 HR W CC",0,,38000959,"Traumatic stupor & coma, coma <1 hr w CC"
"TRAUMATIC STUPOR & COMA, COMA >1 HR W CC",0,,38000956,"Traumatic stupor & coma, coma >1 hr w CC"
"TRAUMATIC STUPOR & COMA, COMA <1 HR W MCC",0,,38000958,"Traumatic stupor & coma, coma <1 hr w MCC"
"TRAUMATIC STUPOR & COMA, COMA >1 HR W MCC",0,,38000955,"Traumatic stupor & coma, coma >1 hr w MCC"
"TRAUMATIC STUPOR & COMA, COMA <1 HR W/O CC/MCC",0,,38000960,"Traumatic stupor & coma, coma <1 hr w/o CC/MCC"
"TRAUMATIC STUPOR & COMA, COMA >1 HR W/O CC/MCC",0,,38000957,"Traumatic stupor & coma, coma >1 hr w/o CC/MCC"
"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE & BREAST AGE 0-17",38000580,"Trauma To The Skin, Subcutaneous Tissue and Breast Age 0-17",,
"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE & BREAST AGE >17 WITH COMPLICATIONS, COMORBIDITIES",38000578,"Trauma To The Skin, Subcutaneous Tissue and Breast Age >17 with Complications, Comorbidities",,
"TRAUMA TO THE SKIN, SUBCUTANEOUS TISSUE & BREAST AGE >17 WITHOUT COMPLICATIONS, COMORBIDITIES",38000579,"Trauma To The Skin, Subcutaneous Tissue and Breast Age >17 without Complications, Comorbidities",,
"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W MCC",0,,38001366,"Trauma to the skin, subcut tiss & breast w MCC"
"TRAUMA TO THE SKIN, SUBCUT TISS & BREAST W/O MCC",0,,38001367,"Trauma to the skin, subcut tiss & breast w/o MCC"
